Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
jimmy,,noun,,a (child's) penis; nf P.,[none],informal,,[none],,[none],,,"->ca1900 (Jane Morison) cf. The boy stood on the burning deck. /In nothing but his shimmy;/ The flames rolled up, and up, and up,/ and burnt his little jimmy."
Jimmy Grant,,noun,,an emigrant; thence immigrant.,[none],,,[none],,[none],also Jimmy,,"(also spelt jimmy-grant) Morris 1867 (So P.); AC 1845; [refer to the Morris 1859, 1867 cits:]"
Jimmy John,,noun,,demijohn,[none],,,[none],,[none],,,
Jimmy Nipper,,noun,,weta,[none],,,[none],,[none],,,obs.
Jimmy o'goblin,,noun,,a pound,[none],,,[none],,[none],,,
Jimmy whistle-breeches,,noun,,a hypocoristic nickname for a boy,[none],,,[none],,[none],,,"ca1935 Havelock Come here, Jimmy whistle-breeches (? from a character in a book) p8 Whistling breeches `corduroy trousers' late C19-20 : ob ex swishing sound they make when move"
Jimmy Wood's,,noun,,,[none],,,[none],,[none],Jimmy Woodser,,
Jimmy Woodser,,noun,2,a person who prefers to drink alone.,[none],,,[none],,[none],,,
Jimmy Woodser,,noun,,a drink taken alone (in a public bar).,[none],,,[none],,[none],also Johnny Woodser,,
Jimmy Woodsering,,noun,,,[none],,,[none],,[none],,,also Jimmy Woodsing below
jimson weed,,noun,,,[none],,,[none],,[none],,,
jingle,,noun,,,,,,[none],,[none],,,
jingle box,,noun,,a sovereign (pound),[none],,,[none],,[none],,,
jingle,,noun,,money,[none],,,[none],,[none],,,
jingle off,,verb,,go,[none],,,[none],,[none],,,
jingle the penny,,phrase,,,,,,[none],,[none],,,
jingling johnnies,,noun,1,shearing blades [occ. used for hand shearers.],[none],,,Rural,Farm Words,[none],,,
jingling johnny,,noun,,a shearer (occas. a swagger); (in pl.) hand shears,[none],obsolete,,[none],,[none],,,(shearers' obs)
jink,,noun,,"money; (cf dosh, ink).",[none],,,[none],,[none],,,(schoolchildren's) ca1950- (K. Arvidson) Waikato. slang
jink,,verb,,,,,,[none],,[none],,,
jink,,verb,2,,,,,[none],,[none],,,
jinker,,verb,,,[none],,,[none],,[none],,,
jinker/janker,,noun,,"Two wheels connected to an arched axle with tow-bar(s) fitted, under which the front end of the log was raised and fastened by chains, and towed to its destination;",[none],,,[none],,[none],,,"cf. jigger. (Contrast catamaran, a sledge contraption.) (DNZE main entry is at janker)"
jinner,,noun,,Nickname for red-head ginger,[none],,,[none],,[none],,,
jinny,,noun,1,an old ewe.,[none],,,Rural,Farm Words,[none],,,
jinx around,,verb,,,[none],,,[none],,[none],,,
jo jo weed,,noun,,= Onehunga weed,[none],,,[none],,[none],,,
job,,verb,,,[none],,,[none],,[none],,,
job,,noun,,"Esp. a proper job-->, a mess, the worse for wear (for being drunk, exhausted, beaten up, etc).",[none],,,[none],,[none],,,
job fish,,noun,,,[none],,,[none],,[none],,,
Job Jolts,,noun,,a work scheme,,,,[none],,[none],,,
job-hop,,verb,,,[none],,,[none],,[none],,,
jobbing,,noun,,,,,,[none],,[none],also land-jobbing,,
jobble,,verb,,,,,,[none],,[none],,,trotting
jobs hui,,noun,,a meeting to discuss employment opportunities,blend,,,[none],,[none],,,
jock,,noun,2,,,,,[none],,[none],,,(adolescents') 1981 Feb Avondale College (Auckland) Slang Words in Use (Goldie Brown Collection) jock: physical man (in own eyes) macho athlete
jock,,noun,,A braking mechanism,,,,[none],,[none],,,(coalmining)
Jock Stewart,,noun,,sea perch,[none],,,[none],,[none],-,,"also Jack Stewart, Jock Stuart, etc."
jock-sniffer,,noun,,a sports groupie,,,,[none],,[none],,,
jockey,,noun,1,an attachment added to handshears to enlarge a hand piece and allow for better grip.,[none],,,Rural,Farm Words,[none],,,
jockey cap,,noun,,<i>Tigridia</i> spp.,,,,[none],,[none],,,
jockey,,noun,2,,,,,[none],,[none],,,Figurative use
jockey,,noun,,,,,,[none],,[none],,,
jockey pulley,,noun,,,,,,[none],,[none],,,
jockey's joke,,noun,,,[none],,,[none],,[none],,,horse racing
jocks,,noun,,,,,,[none],,[none],,,? jockey underwear
jockster,,noun,,,,,,[none],,[none],,,
joe,,verb,,"to cry `joe!' to indicate that an official, a policeman, or a stranger was approaching.",[none],historical,,[none],,[none],,,Goldfields
Joe Blake,,noun,,a cake,rhyming slang,,,[none],,[none],,,
Joe Blakes,,noun,2,the shakes (esp. from excessive liquor) (cf Joe Morgans).,[none],,,[none],,[none],,,rhyming slang
Joe Burke,,noun,,Rhyming slang for Johnny Turk,[none],,,[none],,[none],,,
