Head Word,HomonymNumber,WordClass,SenseNumber,Definition,Origin,Register,Register2,Domain,Flag,Region,See,Pronunciation,Notes
volly,,noun,,volunteer firefighter,[none],,,[none],,[none],,,
volly,,noun,,volunteer ambulance worker,[none],,,[none],,[none],,,
voluntary unionism,,noun,,,[none],,,[none],,[none],,,
Volunteer,,noun,,,,,,[none],,[none],,,
volunteer company,,noun,,,[none],,,[none],,[none],,,"also Volunteer Company, cf volunteer force; voluntary section of the settler militia"
volunteer,,verb,1,[pasture species] to self-sow naturally.,[none],,,Rural,Farm Words,[none],,,
Volunteer Fire Brigade,,noun,,,[none],,,[none],,[none],,,
Volunteer Force,,noun,,here= Auckland Volunteers,[none],,,[none],,[none],,,(obs)
vomit,,verb,,"to become angry, annoyed or chagrined; SPEW",,,,[none],,[none],,,prison slang
vomit comet,,noun,,the interisland fast ferry,[none],,,[none],,[none],,,
vomit rod,,noun,,cigarette,[none],,,[none],,[none],,,"NZ only, this one example only. Elsewhere (UK, USA, Aust.), mostly means <i>penis</i>"
voucher,,noun,,"token, or general tally",,,,[none],,[none],,,
VR,,abbreviation,1,virgin ram.,,,,[none],Farm Words,[none],,,
VSA,,abbreviation,,Volunteer Service Abroad,[none],,,[none],,[none],,,
VUC,,abbreviation,,Victoria University College,acronym,,,[none],,[none],VUW,,
vulching,,noun,,(adolescents') courting,[none],,,[none],,[none],,,[?ANY CONNECTION SNOOPY] ->1984 17 M E108Pakuranga Coll. 22A VULCH -->1984 17 F E57 Pakuranga Coll. 27; [courting M17F2] -->1984 17 M E110Pakuranga Coll. 27 VULCHING AROUND -->1984 17 M E112Pakuranga Coll. 27 VULTCHING
VUW,,abbreviation,,Victoria University of Wellington,[none],,,[none],,[none],,,
